,Localisation,Prix (€),Marque,Taille,Etat,Matière,Option de paiement,Vues,Date d'ajout,Département
427,Châteauneuf-les-Martigues,5.0,Brave Soul,W30 | FR 40,Neuf avec étiquette,,Carte bancaire,14,"12/29/2023, 11:31:01 AM",13
428,Châteauneuf-les-Martigues,5.0,Brave Soul,W30 | FR 40,Neuf avec étiquette,,Carte bancaire,14,"12/29/2023, 11:31:01 AM",13
429,Châteauneuf-les-Martigues,5.0,Brave Soul,W30 | FR 40,Neuf avec étiquette,,Carte bancaire,14,"12/29/2023, 11:31:01 AM",13
430,Châteauneuf-les-Martigues,5.0,Brave Soul,W30 | FR 40,Neuf avec étiquette,,Carte bancaire,14,"12/29/2023, 11:31:01 AM",13
431,Châteauneuf-les-Martigues,5.0,Brave Soul,W30 | FR 40,Neuf avec étiquette,,Carte bancaire,14,"12/29/2023, 11:31:01 AM",13
432,Châteauneuf-les-Martigues,5.0,Brave Soul,W30 | FR 40,Neuf avec étiquette,,Carte bancaire,15,"12/29/2023, 11:31:01 AM",13
433,Châteauneuf-les-Martigues,5.0,Brave Soul,W30 | FR 40,Neuf avec étiquette,,Carte bancaire,16,"12/29/2023, 11:31:01 AM",13
434,Châtenay-Malabry,5.0,,W27 | FR 36,Très bon état,,Carte bancaire,4,"12/29/2023, 1:22:42 AM",92
435,Châtenay-Malabry,5.0,Antony Morato,W27 | FR 36,Très bon état,,Carte bancaire,4,"12/29/2023, 1:18:52 AM",92
436,Châtenay-Malabry,5.0,,W27 | FR 36,Très bon état,,Carte bancaire,4,"12/29/2023, 1:22:42 AM",92
437,Châtenay-Malabry,5.0,,W27 | FR 36,Très bon état,,Carte bancaire,4,"12/29/2023, 1:22:42 AM",92
438,Châtenay-Malabry,5.0,,W27 | FR 36,Très bon état,,Carte bancaire,4,"12/29/2023, 1:22:42 AM",92
439,Châtenay-Malabry,5.0,Antony Morato,W27 | FR 36,Très bon état,,Carte bancaire,4,"12/29/2023, 1:18:52 AM",92
440,Châtenay-Malabry,5.0,Antony Morato,W27 | FR 36,Très bon état,,Carte bancaire,4,"12/29/2023, 1:18:52 AM",92
441,Châtenay-Malabry,5.0,Antony Morato,W27 | FR 36,Très bon état,,Carte bancaire,5,"12/29/2023, 1:18:52 AM",92
442,Châtenay-Malabry,5.0,Antony Morato,W27 | FR 36,Très bon état,,Carte bancaire,5,"12/29/2023, 1:18:52 AM",92
443,Châtenay-Malabry,5.0,Antony Morato,W27 | FR 36,Très bon état,,Carte bancaire,5,"12/29/2023, 1:18:52 AM",92
444,Châtenay-Malabry,5.0,Antony Morato,W27 | FR 36,Très bon état,,Carte bancaire,5,"12/29/2023, 1:18:52 AM",92
445,Châtenay-Malabry,5.0,Antony Morato,W27 | FR 36,Très bon état,,Carte bancaire,5,"12/29/2023, 1:18:52 AM",92
446,Châtenay-Malabry,5.0,Antony Morato,W27 | FR 36,Très bon état,,Carte bancaire,5,"12/29/2023, 1:18:52 AM",92
447,Châtenay-Malabry,5.0,Antony Morato,W27 | FR 36,Très bon état,,Carte bancaire,5,"12/29/2023, 1:18:52 AM",92
448,Châtenay-Malabry,5.0,Antony Morato,W27 | FR 36,Très bon état,,Carte bancaire,5,"12/29/2023, 1:18:52 AM",92
449,Châtenay-Malabry,5.0,Antony Morato,W27 | FR 36,Très bon état,,Carte bancaire,5,"12/29/2023, 1:18:52 AM",92
450,Châtenay-Malabry,5.0,Antony Morato,W27 | FR 36,Très bon état,,Carte bancaire,5,"12/29/2023, 1:18:52 AM",92
451,Créhange,5.0,Jeanne Arthes,,Neuf avec étiquette,,Carte bancaire,3,"12/29/2023, 4:43:08 PM",57
452,Créhange,5.0,Jeanne Arthes,,Neuf avec étiquette,,Carte bancaire,3,"12/29/2023, 4:43:08 PM",57
453,Créhange,5.0,Jeanne Arthes,,Neuf avec étiquette,,Carte bancaire,3,"12/29/2023, 4:43:08 PM",57
454,Créhange,5.0,Jeanne Arthes,,Neuf avec étiquette,,Carte bancaire,3,"12/29/2023, 4:43:08 PM",57
455,Créhange,5.0,Jeanne Arthes,,Neuf avec étiquette,,Carte bancaire,4,"12/29/2023, 4:43:08 PM",57
456,Créhange,5.0,Jeanne Arthes,,Neuf avec étiquette,,Carte bancaire,4,"12/29/2023, 4:43:08 PM",57
457,Créhange,5.0,Jeanne Arthes,,Neuf avec étiquette,,Carte bancaire,4,"12/29/2023, 4:43:08 PM",57
458,Créhange,5.0,Jeanne Arthes,,Neuf avec étiquette,,Carte bancaire,4,"12/29/2023, 4:43:08 PM",57
459,Créhange,5.0,Jeanne Arthes,,Neuf avec étiquette,,Carte bancaire,4,"12/29/2023, 4:43:08 PM",57
460,Créhange,5.0,Jeanne Arthes,,Neuf avec étiquette,,Carte bancaire,4,"12/29/2023, 4:43:08 PM",57
461,Drucat,7.0,Wrangler,W30 | FR 40,Neuf sans étiquette,,Carte bancaire,9,"12/29/2023, 10:39:34 AM",80
462,Drucat,7.0,Wrangler,W30 | FR 40,Neuf sans étiquette,,Carte bancaire,12,"12/29/2023, 10:39:34 AM",80
463,Drucat,7.0,Wrangler,W30 | FR 40,Neuf sans étiquette,,Carte bancaire,12,"12/29/2023, 10:39:34 AM",80
464,Drucat,7.0,Wrangler,W30 | FR 40,Neuf sans étiquette,,Carte bancaire,12,"12/29/2023, 10:39:34 AM",80
465,Drucat,7.0,Wrangler,W30 | FR 40,Neuf sans étiquette,,Carte bancaire,12,"12/29/2023, 10:39:34 AM",80
466,Drucat,7.0,Wrangler,W30 | FR 40,Neuf sans étiquette,,Carte bancaire,12,"12/29/2023, 10:39:34 AM",80
467,Drucat,7.0,Wrangler,W30 | FR 40,Neuf sans étiquette,,Carte bancaire,12,"12/29/2023, 10:39:34 AM",80
468,Drucat,7.0,Wrangler,W30 | FR 40,Neuf sans étiquette,,Carte bancaire,12,"12/29/2023, 10:39:34 AM",80
469,Esternay,9.0,The Rockn Rev,W32 | FR 42,Neuf sans étiquette,,Carte bancaire,2,"12/29/2023, 1:53:56 PM",51
470,Esternay,9.0,AARHON,W30 | FR 40,Neuf sans étiquette,,Carte bancaire,5,"12/29/2023, 1:50:51 PM",51
471,Esternay,9.0,The Rockn Rev,W32 | FR 42,Neuf sans étiquette,,Carte bancaire,2,"12/29/2023, 1:53:56 PM",51
472,Esternay,9.0,AARHON,W30 | FR 40,Neuf sans étiquette,,Carte bancaire,5,"12/29/2023, 1:50:51 PM",51
473,Esternay,9.0,The Rockn Rev,W32 | FR 42,Neuf sans étiquette,,Carte bancaire,2,"12/29/2023, 1:53:56 PM",51
474,Esternay,9.0,AARHON,W30 | FR 40,Neuf sans étiquette,,Carte bancaire,5,"12/29/2023, 1:50:51 PM",51
475,Esternay,9.0,The Rockn Rev,W32 | FR 42,Neuf sans étiquette,,Carte bancaire,2,"12/29/2023, 1:53:56 PM",51
476,Esternay,9.0,AARHON,W30 | FR 40,Neuf sans étiquette,,Carte bancaire,5,"12/29/2023, 1:50:51 PM",51
477,Esternay,9.0,The Rockn Rev,W32 | FR 42,Neuf sans étiquette,,Carte bancaire,2,"12/29/2023, 1:53:56 PM",51
478,Esternay,9.0,AARHON,W30 | FR 40,Neuf sans étiquette,,Carte bancaire,5,"12/29/2023, 1:50:51 PM",51
479,Esternay,9.0,The Rockn Rev,W32 | FR 42,Neuf sans étiquette,,Carte bancaire,4,"12/29/2023, 1:53:56 PM",51
480,Esternay,9.0,AARHON,W30 | FR 40,Neuf sans étiquette,,Carte bancaire,5,"12/29/2023, 1:50:51 PM",51
481,Esternay,9.0,The Rockn Rev,W32 | FR 42,Neuf sans étiquette,,Carte bancaire,4,"12/29/2023, 1:53:56 PM",51
482,Esternay,9.0,AARHON,W30 | FR 40,Neuf sans étiquette,,Carte bancaire,5,"12/29/2023, 1:50:51 PM",51
483,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,2,"12/29/2023, 4:56:53 PM",85
484,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,1,"12/29/2023, 4:51:19 PM",85
485,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,2,"12/29/2023, 4:56:53 PM",85
486,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,1,"12/29/2023, 4:51:19 PM",85
487,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,2,"12/29/2023, 4:56:53 PM",85
488,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,1,"12/29/2023, 4:51:19 PM",85
489,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,2,"12/29/2023, 4:56:53 PM",85
490,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,1,"12/29/2023, 4:51:19 PM",85
491,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,2,"12/29/2023, 4:56:53 PM",85
492,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,1,"12/29/2023, 4:51:19 PM",85
493,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,2,"12/29/2023, 4:56:53 PM",85
494,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,1,"12/29/2023, 4:51:19 PM",85
495,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,2,"12/29/2023, 4:56:53 PM",85
496,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,1,"12/29/2023, 4:51:19 PM",85
497,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,2,"12/29/2023, 4:56:53 PM",85
498,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,1,"12/29/2023, 4:51:19 PM",85
499,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,2,"12/29/2023, 4:56:53 PM",85
500,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,1,"12/29/2023, 4:51:19 PM",85
501,Falleron,5.0,Frilivin,W31 | FR 40,Très bon état,,Carte bancaire,2,"12/29/2023, 4:56:53 PM",85
502,Feignies,6.0,Zara,W30 | FR 40,Très bon état,,Carte bancaire,1,"12/29/2023, 11:39:14 AM",59
503,Feignies,5.0,Zara,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:24:43 PM",59
504,Feignies,5.0,Bershka,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:20:44 PM",59
505,Feignies,5.0,Bershka,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:19:24 PM",59
506,Feignies,6.0,Zara,W30 | FR 40,Très bon état,,Carte bancaire,1,"12/29/2023, 11:39:14 AM",59
507,Feignies,5.0,Zara,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:24:43 PM",59
508,Feignies,5.0,Bershka,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:20:44 PM",59
509,Feignies,5.0,Bershka,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:19:24 PM",59
510,Feignies,6.0,Zara,W30 | FR 40,Très bon état,,Carte bancaire,1,"12/29/2023, 11:39:14 AM",59
511,Feignies,5.0,Zara,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:24:43 PM",59
512,Feignies,5.0,Bershka,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:20:44 PM",59
513,Feignies,5.0,Bershka,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:19:24 PM",59
514,Feignies,6.0,Zara,W30 | FR 40,Très bon état,,Carte bancaire,1,"12/29/2023, 11:39:14 AM",59
515,Feignies,5.0,Zara,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:24:43 PM",59
516,Feignies,5.0,Bershka,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:20:44 PM",59
517,Feignies,5.0,Bershka,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:19:24 PM",59
518,Feignies,6.0,Zara,W30 | FR 40,Très bon état,,Carte bancaire,1,"12/29/2023, 11:39:14 AM",59
519,Feignies,5.0,Zara,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:24:43 PM",59
520,Feignies,5.0,Bershka,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:20:44 PM",59
521,Feignies,5.0,Bershka,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:19:24 PM",59
522,Feignies,6.0,Zara,W30 | FR 40,Très bon état,,Carte bancaire,1,"12/29/2023, 11:39:14 AM",59
523,Feignies,5.0,Zara,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:24:43 PM",59
524,Feignies,5.0,Bershka,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:20:44 PM",59
525,Feignies,5.0,Bershka,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:19:24 PM",59
526,Feignies,6.0,Zara,W30 | FR 40,Très bon état,,Carte bancaire,1,"12/29/2023, 11:39:14 AM",59
527,Feignies,5.0,Zara,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:24:43 PM",59
528,Feignies,5.0,Bershka,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:20:44 PM",59
529,Feignies,6.0,Zara,W30 | FR 40,Très bon état,,Carte bancaire,1,"12/29/2023, 11:39:14 AM",59
530,Feignies,5.0,Zara,W31 | FR 40,Très bon état,,Carte bancaire,0,"12/29/2023, 12:24:43 PM",59
531,Fondettes,5.0,Bonobo,W32 | FR 42,Très bon état,"Coton, Polyes",Carte bancaire,11,"12/28/2023, 6:08:18 PM",37
532,Fondettes,5.0,Shein,W23 | FR 32,Neuf avec étiquette,Coton,Carte bancaire,3,"12/28/2023, 9:11:26 AM",37
533,Fondettes,5.0,Bonobo,W32 | FR 42,Très bon état,"Coton, Polyes",Carte bancaire,11,"12/28/2023, 6:08:18 PM",37
534,Fondettes,5.0,Shein,W23 | FR 32,Neuf avec étiquette,Coton,Carte bancaire,3,"12/28/2023, 9:11:26 AM",37
535,Fondettes,5.0,Bonobo,W32 | FR 42,Très bon état,"Coton, Polyes",Carte bancaire,11,"12/28/2023, 6:08:18 PM",37
536,Fondettes,5.0,Shein,W23 | FR 32,Neuf avec étiquette,Coton,Carte bancaire,3,"12/28/2023, 9:11:26 AM",37
537,Fondettes,5.0,Bonobo,W32 | FR 42,Très bon état,"Coton, Polyes",Carte bancaire,11,"12/28/2023, 6:08:18 PM",37
538,Fondettes,5.0,Shein,W23 | FR 32,Neuf avec étiquette,Coton,Carte bancaire,3,"12/28/2023, 9:11:26 AM",37
539,Fondettes,5.0,Bonobo,W32 | FR 42,Très bon état,"Coton, Polyes",Carte bancaire,11,"12/28/2023, 6:08:18 PM",37
540,Fondettes,5.0,Shein,W23 | FR 32,Neuf avec étiquette,Coton,Carte bancaire,3,"12/28/2023, 9:11:26 AM",37
541,Fondettes,5.0,Bonobo,W32 | FR 42,Très bon état,"Coton, Polyes",Carte bancaire,11,"12/28/2023, 6:08:18 PM",37
542,Fondettes,5.0,Shein,W23 | FR 32,Neuf avec étiquette,Coton,Carte bancaire,3,"12/28/2023, 9:11:26 AM",37
543,Fondettes,5.0,Bonobo,W32 | FR 42,Très bon état,"Coton, Polyes",Carte bancaire,11,"12/28/2023, 6:08:18 PM",37
544,Fondettes,5.0,Bonobo,W32 | FR 42,Très bon état,"Coton, Polyes",Carte bancaire,11,"12/28/2023, 6:08:18 PM",37
545,Fondettes,5.0,Bonobo,W32 | FR 42,Très bon état,"Coton, Polyes",Carte bancaire,11,"12/28/2023, 6:08:18 PM",37
546,Fondettes,5.0,Bonobo,W32 | FR 42,Très bon état,"Coton, Polyes",Carte bancaire,11,"12/28/2023, 6:08:18 PM",37
547,Fondettes,5.0,Shein,W23 | FR 32,Neuf avec étiquette,Coton,Carte bancaire,4,"12/28/2023, 9:11:26 AM",37
548,Fondettes,5.0,Shein,W23 | FR 32,Neuf avec étiquette,Coton,Carte bancaire,4,"12/28/2023, 9:11:26 AM",37
549,Fondettes,5.0,Shein,W23 | FR 32,Neuf avec étiquette,Coton,Carte bancaire,4,"12/28/2023, 9:11:26 AM",37
550,Fougueyrolles,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Carte bancaire,1,"12/29/2023, 11:09:58 AM",24
551,Fougueyrolles,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Carte bancaire,1,"12/29/2023, 11:09:58 AM",24
552,Fougueyrolles,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Carte bancaire,1,"12/29/2023, 11:09:58 AM",24
553,Fougueyrolles,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Carte bancaire,1,"12/29/2023, 11:09:58 AM",24
554,Fougueyrolles,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Carte bancaire,1,"12/29/2023, 11:09:58 AM",24
555,Fougueyrolles,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Carte bancaire,1,"12/29/2023, 11:09:58 AM",24
556,Fougueyrolles,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Carte bancaire,1,"12/29/2023, 11:09:58 AM",24
557,Fougueyrolles,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Carte bancaire,1,"12/29/2023, 11:09:58 AM",24
558,Fougueyrolles,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Carte bancaire,2,"12/29/2023, 11:09:58 AM",24
559,Fougueyrolles,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Carte bancaire,2,"12/29/2023, 11:09:58 AM",24
560,Fougueyrolles,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Carte bancaire,2,"12/29/2023, 11:09:58 AM",24
561,Fougueyrolles,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Carte bancaire,2,"12/29/2023, 11:09:58 AM",24
562,Fougueyrolles,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Carte bancaire,2,"12/29/2023, 11:09:58 AM",24
563,Fougueyrolles,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Carte bancaire,2,"12/29/2023, 11:09:58 AM",24
564,Fougueyrolles,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Carte bancaire,2,"12/29/2023, 11:09:58 AM",24
565,Grandpuits-Bailly-Carrois,5.0,John H,M,Neuf sans étiquette,,Carte bancaire,24,"12/28/2023, 11:00:47 AM",77
566,Grandpuits-Bailly-Carrois,5.0,John H,M,Neuf sans étiquette,,Carte bancaire,24,"12/28/2023, 11:00:47 AM",77
567,Grandpuits-Bailly-Carrois,5.0,John H,M,Neuf sans étiquette,,Carte bancaire,24,"12/28/2023, 11:00:47 AM",77
568,Grandpuits-Bailly-Carrois,5.0,John H,M,Neuf sans étiquette,,Carte bancaire,24,"12/28/2023, 11:00:47 AM",77
569,Grandpuits-Bailly-Carrois,5.0,John H,M,Neuf sans étiquette,,Carte bancaire,24,"12/28/2023, 11:00:47 AM",77
570,Grandpuits-Bailly-Carrois,5.0,John H,M,Neuf sans étiquette,,Carte bancaire,24,"12/28/2023, 11:00:47 AM",77
571,Grandpuits-Bailly-Carrois,5.0,John H,M,Neuf sans étiquette,,Carte bancaire,24,"12/28/2023, 11:00:47 AM",77
572,Guiler-sur-Goyen,5.0,Jack & Jones,W32 | FR 42,Très bon état,,Carte bancaire,125,"12/24/2023, 10:42:36 AM",29
573,Guiler-sur-Goyen,5.0,Jack & Jones,W32 | FR 42,Très bon état,,Carte bancaire,125,"12/24/2023, 10:42:36 AM",29
574,Guiler-sur-Goyen,5.0,Jack & Jones,W32 | FR 42,Très bon état,,Carte bancaire,125,"12/24/2023, 10:42:36 AM",29
575,Guiler-sur-Goyen,5.0,Jack & Jones,W32 | FR 42,Très bon état,,Carte bancaire,125,"12/24/2023, 10:42:36 AM",29
576,Guiler-sur-Goyen,5.0,Jack & Jones,W32 | FR 42,Très bon état,,Carte bancaire,125,"12/24/2023, 10:42:36 AM",29
577,Guiler-sur-Goyen,5.0,Jack & Jones,W32 | FR 42,Très bon état,,Carte bancaire,125,"12/24/2023, 10:42:36 AM",29
578,Guiler-sur-Goyen,5.0,Jack & Jones,W32 | FR 42,Très bon état,,Carte bancaire,125,"12/24/2023, 10:42:36 AM",29
579,Guiler-sur-Goyen,5.0,Jack & Jones,W32 | FR 42,Très bon état,,Carte bancaire,125,"12/24/2023, 10:42:36 AM",29
580,Guiler-sur-Goyen,5.0,Jack & Jones,W32 | FR 42,Très bon état,,Carte bancaire,125,"12/24/2023, 10:42:36 AM",29
581,Guiler-sur-Goyen,5.0,Jack & Jones,W32 | FR 42,Très bon état,,Carte bancaire,125,"12/24/2023, 10:42:36 AM",29
582,Guissény,8.0,Bershka,W31 | FR 40,Bon état,"Coton, V",Carte bancaire,44,"12/28/2023, 11:05:33 AM",29
583,Guissény,8.0,Bershka,W31 | FR 40,Bon état,"Coton, V",Carte bancaire,44,"12/28/2023, 11:05:33 AM",29
584,Guissény,8.0,Bershka,W31 | FR 40,Bon état,"Coton, V",Carte bancaire,45,"12/28/2023, 11:05:33 AM",29
585,Guissény,8.0,Bershka,W31 | FR 40,Bon état,"Coton, V",Carte bancaire,45,"12/28/2023, 11:05:33 AM",29
586,Guissény,8.0,Bershka,W31 | FR 40,Bon état,"Coton, V",Carte bancaire,45,"12/28/2023, 11:05:33 AM",29
587,Guissény,8.0,Bershka,W31 | FR 40,Bon état,"Coton, V",Carte bancaire,45,"12/28/2023, 11:05:33 AM",29
588,Guissény,8.0,Bershka,W31 | FR 40,Bon état,"Coton, V",Carte bancaire,45,"12/28/2023, 11:05:33 AM",29
589,Guissény,8.0,Bershka,W31 | FR 40,Bon état,"Coton, V",Carte bancaire,45,"12/28/2023, 11:05:33 AM",29
590,Guissény,8.0,Bershka,W31 | FR 40,Bon état,"Coton, V",Carte bancaire,45,"12/28/2023, 11:05:33 AM",29
591,Guissény,8.0,Bershka,W31 | FR 40,Bon état,"Coton, V",Carte bancaire,45,"12/28/2023, 11:05:33 AM",29
592,Harnes,5.0,Jules,W30 | FR 40,Très bon état,,Carte bancaire,15,"12/29/2023, 8:41:06 AM",62
593,Harnes,5.0,Jules,W30 | FR 40,Très bon état,,Carte bancaire,15,"12/29/2023, 8:41:06 AM",62
594,Harnes,5.0,Jules,W30 | FR 40,Très bon état,,Carte bancaire,15,"12/29/2023, 8:41:06 AM",62
595,Harnes,5.0,Jules,W30 | FR 40,Très bon état,,Carte bancaire,15,"12/29/2023, 8:41:06 AM",62
596,Harnes,5.0,Jules,W30 | FR 40,Très bon état,,Carte bancaire,16,"12/29/2023, 8:41:06 AM",62
597,Harnes,5.0,Jules,W30 | FR 40,Très bon état,,Carte bancaire,16,"12/29/2023, 8:41:06 AM",62
598,Harnes,5.0,Jules,W30 | FR 40,Très bon état,,Carte bancaire,16,"12/29/2023, 8:41:06 AM",62
599,Harnes,5.0,Jules,W30 | FR 40,Très bon état,,Carte bancaire,16,"12/29/2023, 8:41:06 AM",62
600,Harnes,5.0,Jules,W30 | FR 40,Très bon état,,Carte bancaire,16,"12/29/2023, 8:41:06 AM",62
601,Harnes,5.0,Jules,W30 | FR 40,Très bon état,,Carte bancaire,16,"12/29/2023, 8:41:06 AM",62
602,Hombleux,8.0,,W23 | FR 32,Très bon état,,Carte bancaire,0,"12/29/2023, 12:40:10 PM",80
603,Hombleux,8.0,,W23 | FR 32,Très bon état,,Carte bancaire,0,"12/29/2023, 12:40:10 PM",80
604,Hombleux,8.0,,W23 | FR 32,Très bon état,,Carte bancaire,0,"12/29/2023, 12:40:10 PM",80
605,Hombleux,8.0,,W23 | FR 32,Très bon état,,Carte bancaire,0,"12/29/2023, 12:40:10 PM",80
606,Hombleux,8.0,,W23 | FR 32,Très bon état,,Carte bancaire,0,"12/29/2023, 12:40:10 PM",80
607,Hombleux,8.0,,W23 | FR 32,Très bon état,,Carte bancaire,0,"12/29/2023, 12:40:10 PM",80
608,Hombleux,8.0,,W23 | FR 32,Très bon état,,Carte bancaire,0,"12/29/2023, 12:40:10 PM",80
609,Hombleux,8.0,,W23 | FR 32,Très bon état,,Carte bancaire,0,"12/29/2023, 12:40:10 PM",80
610,Hombleux,8.0,,W23 | FR 32,Très bon état,,Carte bancaire,1,"12/29/2023, 12:40:10 PM",80
611,Hombleux,8.0,,W23 | FR 32,Très bon état,,Carte bancaire,1,"12/29/2023, 12:40:10 PM",80
612,Hérouville-Saint-Clair,6.0,Red Bridge,W30 | FR 40,Très bon état,Coton,Carte bancaire,2,"12/29/2023, 12:19:55 PM",14
613,Hérouville-Saint-Clair,6.0,Red Bridge,W30 | FR 40,Très bon état,Coton,Carte bancaire,2,"12/29/2023, 12:19:55 PM",14
614,Hérouville-Saint-Clair,6.0,Red Bridge,W30 | FR 40,Très bon état,Coton,Carte bancaire,2,"12/29/2023, 12:19:55 PM",14
615,Hérouville-Saint-Clair,6.0,Red Bridge,W30 | FR 40,Très bon état,Coton,Carte bancaire,2,"12/29/2023, 12:19:55 PM",14
616,Hérouville-Saint-Clair,6.0,Red Bridge,W30 | FR 40,Très bon état,Coton,Carte bancaire,2,"12/29/2023, 12:19:55 PM",14
617,Hérouville-Saint-Clair,6.0,Red Bridge,W30 | FR 40,Très bon état,Coton,Carte bancaire,2,"12/29/2023, 12:19:55 PM",14
618,Hérouville-Saint-Clair,6.0,Red Bridge,W30 | FR 40,Très bon état,Coton,Carte bancaire,2,"12/29/2023, 12:19:55 PM",14
619,Hérouville-Saint-Clair,6.0,Red Bridge,W30 | FR 40,Très bon état,Coton,Carte bancaire,2,"12/29/2023, 12:19:55 PM",14
620,Hérouville-Saint-Clair,6.0,Red Bridge,W30 | FR 40,Très bon état,Coton,Carte bancaire,2,"12/29/2023, 12:19:55 PM",14
621,Hérouville-Saint-Clair,6.0,Red Bridge,W30 | FR 40,Très bon état,Coton,Carte bancaire,2,"12/29/2023, 12:19:55 PM",14
622,Jougne,5.0,Regular,W34 | FR 44,Bon état,,Carte bancaire,1,"12/29/2023, 5:42:10 PM",25
623,Jougne,5.0,Kaporal,W32 | FR 42,Bon état,,Carte bancaire,9,"12/29/2023, 5:30:38 PM",25
624,Jougne,5.0,Regular,W34 | FR 44,Bon état,,Carte bancaire,1,"12/29/2023, 5:42:10 PM",25
625,Jougne,5.0,Kaporal,W32 | FR 42,Bon état,,Carte bancaire,9,"12/29/2023, 5:30:38 PM",25
626,Jougne,5.0,Regular,W34 | FR 44,Bon état,,Carte bancaire,1,"12/29/2023, 5:42:10 PM",25
627,Jougne,5.0,Kaporal,W32 | FR 42,Bon état,,Carte bancaire,9,"12/29/2023, 5:30:38 PM",25
628,Jougne,5.0,Kaporal,W32 | FR 42,Bon état,,Carte bancaire,9,"12/29/2023, 5:30:38 PM",25
629,Jougne,5.0,Kaporal,W32 | FR 42,Bon état,,Carte bancaire,9,"12/29/2023, 5:30:38 PM",25
630,Jougne,5.0,Kaporal,W32 | FR 42,Bon état,,Carte bancaire,9,"12/29/2023, 5:30:38 PM",25
631,Jougne,5.0,Kaporal,W32 | FR 42,Bon état,,Carte bancaire,9,"12/29/2023, 5:30:38 PM",25
632,Jougne,5.0,Kaporal,W32 | FR 42,Bon état,,Carte bancaire,9,"12/29/2023, 5:30:38 PM",25
633,Jougne,5.0,Kaporal,W32 | FR 42,Bon état,,Carte bancaire,9,"12/29/2023, 5:30:38 PM",25
